2015,53,다시 (Feat. 유재석),터보,1,1,167121,5,3483736,3,3,,1,50471
2015,53,소녀,오혁,2,5,84512,1,4954487,8,4,1,6,20409
2015,53,함께,노을,3,2,124393,9,2926266,6,15,,,
2015,53,사랑이 맞을거야,윤미래 (T),4,3,93711,3,3819394,10,11,,,
2015,53,DADDY (Feat. CL of 2NE1),싸이 (Psy),5,9,71147,2,4076251,31,5,78,,
2015,53,걱정말아요 그대,이적,6,8,71705,4,3744778,4,14,2,,
2015,53,나팔바지,싸이 (Psy),7,14,60377,7,3214704,22,7,53,,
2015,53,화이트 (WHITE) (Feat. 박재범),다비치,8,6,76586,12,2447991,40,12,,,
2015,53,유레카 (Feat. Zion.T),지코 (ZICO),9,16,59221,6,3234838,,24,,,
2015,53,청춘 (Feat. 김창완),김필,10,15,60156,10,2760600,2,8,29,,
2015,53,혜화동 (혹은 쌍문동),박보람,11,17,58788,8,2939255,21,10,51,11,14544
2015,53,덤앤더머 (DUMB & DUMBER),iKON,12,4,88695,33,1307090,,,,,
2015,53,Sing For You,EXO,13,20,49534,11,2520198,54,27,,,
2015,53,네게 줄 수 있는건 오직 사랑뿐,디셈버 (December),14,18,57659,17,2105367,23,18,,,
2015,53,아니라고,iKON,15,7,72918,63,871641,98,97,,,
2015,53,숨바꼭질,터보,16,11,68046,49,1011933,9,36,,25,8798
2015,53,왜 또,iKON,17,12,67295,80,765241,,,,,
2015,53,OOH-AHH하게,TWICE,18,27,40697,18,2101636,,57,18,67,3251
2015,53,또 다시 사랑,임창정,19,34,37279,14,2390994,16,13,4,30,7020
2015,53,우주를 건너,백예린,20,30,39221,16,2107765,,,,,
2015,53,Must Have Love (Feat. 에릭남),가인,21,10,70180,34,1299245,,,,,
2015,53,Boys And Girls (Feat. Babylon),지코 (ZICO),22,37,36299,13,2401307,,56,41,,
2015,53,불공평해 (Unfair),EXO,23,25,41589,23,1807707,78,63,,,
2015,53,열두 시가 되면,가인,24,13,65808,39,1159437,,67,,,
2015,53,Dear Santa,소녀시대-태티서 (Girls’ Generation-TTS),25,41,36129,19,2082133,,61,,,
2015,53,못먹는 감 (Sour Grapes),산이(San E), 매드 클라운(Mad Clown),26,39,36152,15,2252600,,91,,,
2015,53,Love Line,효린, 범키, 주영,27,19,53102,31,1452841,,58,,59,3491
2015,53,크리스마스니까,성시경, 박효신, 이석훈, 서인국, 빅스 (VIXX),28,28,40627,21,1872452,35,,19,,
2015,53,Hello,Adele,29,38,36170,22,1824566,27,28,61,,
2015,53,HOT PINK,EXID,30,43,33337,20,1881776,,70,,4,26070
2015,53,밤의 멜로디,브라운 아이드 소울 (Brown Eyed Soul),31,47,30075,25,1641474,,,,,
2015,53,어느 째즈바 2015 (Sampled by `어느 째즈바` Compo...,터보,32,22,47162,,,15,,,,
2015,53,댄싱퀸 (Prod. by 주영훈),터보,33,21,49121,88,697740,,,,,
2015,53,불꽃,초아 (AOA),34,31,39026,40,1147870,,20,,,
2015,53,I (Feat. 버벌진트),태연 (TAEYEON),35,45,31157,24,1721394,,,12,,
2015,53,Dream (Feat. XIA of JYJ),싸이 (Psy),36,52,28244,30,1455200,90,23,,,
2015,53,취향저격,iKON,37,44,31233,27,1594472,,41,70,56,3640
2015,53,잘 지내 (Feat. 박정현),터보,38,23,46109,94,665373,50,93,,,
2015,53,오늘부터 우리는 (Me gustas tu),여자친구 (GFRIEND),39,50,28941,28,1519594,,46,25,,
2015,53,매일 그대와,소진 (걸스데이),40,24,44038,,,20,,,,
2015,53,스물셋,아이유 (IU),41,49,29129,26,1610200,,,,,
2015,53,세가지 소원 (Wish Tree),레드벨벳(Red Velvet),42,35,36948,55,933467,84,,,,
2015,53,No Make Up,자이언티(Zion.T),43,54,27313,29,1493458,,,,,
2015,53,Ah-Choo,러블리즈,44,53,27478,36,1264594,,98,72,77,2911
2015,53,I Remember You (Feat. Zion.T),싸이 (Psy),45,60,24682,37,1214061,87,25,,,
2015,53,하얀거리 (Prod. by 윤일상),터보,46,26,41079,,,,,,,
2015,53,가요 톱 10 (Feat. 이하늘, 지누, 이상민),터보,47,29,39834,,,75,,,,
2015,53,이별밖에,노을,48,62,24341,32,1310571,,,,,
2015,53,사랑난로,서인국, 빅스(VIXX), 박정아, 박윤하,49,51,28374,47,1058679,,,,,
2015,53,보라빛향기,와블(WABLE),50,48,30073,59,901855,,45,,38,5381
2015,53,웃픈 하루,god,51,63,24287,42,1121433,,54,,,
2015,53,RUN,방탄소년단,52,59,24995,45,1110038,,64,,3,36152
2015,53,..is love,터보,53,33,37498,,,68,,,,
2015,53,우리 (Feat. 케이윌, 제시),터보,54,32,37946,,,86,,,,
2015,53,나비효과,터보,55,36,36830,,,,,,,
2015,53,행복했음 좋겠다 (Feat. San E),터보,56,40,36132,,,46,,,,
2015,53,안아보자,포맨 (4Men),57,85,19768,35,1273733,,,,,
2015,53,Do It For Fun,산이 (San E),58,42,35963,,,,,,,
2015,53,백세인생,이애란,59,70,21201,,,5,1,75,,
2015,53,Girl x Friend,EXO,60,80,20388,46,1091567,,,,,
2015,53,지못미,iKON,61,68,22376,44,1113124,,,,55,3715
2015,53,넌 나의 크리스마스,바이브, 신용재 (포맨), 벤, 임세준, 미(MIIII),62,64,23977,56,915519,51,,,,
2015,53,바람이나 좀 쐐 (Feat. MIWOO),Gary (개리),63,65,23065,38,1193581,,,,,
2015,53,HOME,브라운 아이드 소울 (Brown Eyed Soul),64,73,21091,51,1007382,,,,,
2015,53,북두칠성,로이킴,65,66,22919,57,910395,,,,,
2015,53,Hello Bitches,CL,66,79,20405,52,994558,,,,,
2015,53,Christmas Paradise,보아 (BoA),67,46,31080,,,,,,,
2015,53,그대는 눈물겹다,주미연,68,74,21058,87,700333,7,19,,,
