2014,52,사랑에 빠지고 싶다,정승환,1,3,88226,1,4403861,5,13,61,,
2014,52,마음대로,이진아,2,1,111032,11,2538996,1,48,,,
2014,52,LUV,에이핑크 (Apink),3,5,64285,2,4089758,6,2,11,,
2014,52,Angel,윤미래, 타이거JK, 비지,4,2,89112,5,3222610,16,4,,,
2014,52,위아래,EXID,5,6,63513,3,3792714,10,6,23,2,59140
2014,52,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),6,12,48605,4,3484154,24,3,3,,
2014,52,잊지 말기로 해,성시경, 권진아,7,9,56696,6,3066688,9,62,,56,15582
2014,52,GOOD BOY,GD X TAEYANG,8,11,50723,7,2939990,33,9,,67,13556
2014,52,청춘연가,넬 (Nell),9,4,78697,24,1701084,4,,,,
2014,52,Problem (Feat. Iggy Azalea),Ariana Grande,10,8,57820,13,2467081,27,15,,,
2014,52,싱숭생숭 (SsSs),다이나믹 듀오 (Dynamic Duo), 박정현,11,10,54269,12,2474844,37,18,,,
2014,52,세 사람 (With 성시경),토이 (Toy),12,16,40120,8,2898825,50,26,77,,
2014,52,사뿐사뿐 (Like a Cat),AOA,13,18,37774,9,2595867,26,22,70,1,63803
2014,52,HAPPY TOGETHER,박효신,14,17,38694,10,2545896,42,5,,51,17521
2014,52,크리스마스니까,성시경, 박효신, 이석훈, 서인국, 빅스 (VIXX),15,13,46361,18,1847917,30,37,56,,
2014,52,하나뿐인 사람,케이윌 (K.will),16,7,60836,56,861652,11,,,,
2014,52,니가 모르게 (You Don`t Know),로꼬 (LOCO),17,20,37285,15,2074411,79,56,,,
2014,52,나는 달라 (Feat. BOBBY),HI SUHYUN,18,29,31017,14,2340545,,38,20,,
2014,52,Love Is You,케이윌(K.will), 씨스타, 정기고(Junggigo), 매드 클라운(Mad Clown), 보이프렌드, 주영,19,19,37372,20,1789926,,19,,,
2014,52,지워 (Feat. 아이언),효린, 주영,20,28,31121,16,1954795,46,24,,,
2014,52,시간아 천천히,이진아,21,24,33466,22,1759034,8,28,,,
2014,52,미리 메리 크리스마스 (Feat. 천둥),아이유 (IU),22,15,41274,30,1411050,3,10,,,
2014,52,사랑에 빠지고 싶다,김조한,23,22,35882,31,1390487,36,46,2,,
2014,52,12시 30분,비스트 (Beast),24,44,22121,19,1810611,86,,24,,
2014,52,쓰담쓰담,10cm,25,30,29603,26,1526049,76,31,,,
2014,52,내가 그리웠니 (Feat. 진실 of Mad Soul Child),MC몽,26,43,22235,17,1944511,,20,,,
2014,52,It`s Christmas Day,로이킴,27,27,31124,,,21,,,,
2014,52,아무일 없었다는 듯,휘성, 알리(ALi),28,26,32242,37,1226812,,55,,,
2014,52,너일까,신용재 (포맨),29,14,43344,71,749984,55,,,,
2014,52,헤픈엔딩 (Feat. 조원선 of 롤러코스터),에픽하이 (Epik High),30,40,24862,23,1731351,73,34,,,
2014,52,피노키오,로이킴,31,31,29233,39,1152179,38,12,,34,21347
2014,52,내 생애 가장 행복한 시간 (Feat. 허각),MC몽,32,47,21273,21,1767183,98,41,,,
2014,52,겁나 (Feat. 매드클라운),멜로디데이,33,23,35106,50,929844,,43,,,
2014,52,산다는 건 (Cheer Up),홍진영,34,39,25082,40,1146577,22,1,52,,
2014,52,이리와봐 (Feat. Dok2, BOBBY),MASTA WU,35,41,24748,35,1256366,,,,,
2014,52,신촌을 못가,포스트맨 (Postmen),36,49,20841,25,1625184,,99,1,,
2014,52,Winter Wonderland,성시경,37,33,28408,44,1016445,7,58,,,
2014,52,야생화,박효신,38,45,21803,27,1465339,34,87,4,50,18460
2014,52,Lost Stars,Adam Levine,39,46,21748,29,1427185,96,,50,,
2014,52,BORN HATER (Feat. 빈지노, 버벌진트, B.I, MINO...,에픽하이 (Epik High),40,52,19742,28,1453187,,,18,,
2014,52,둘이면,김태우,41,21,36170,82,679330,20,,,,
2014,52,U & I (With Crush & 빈지노),토이 (Toy),42,48,21220,32,1376280,,,,,
2014,52,Piano Man,마마무(Mamamoo),43,38,25490,57,854602,95,33,,,
2014,52,바라보기,엠씨더맥스 (M.C The Max),44,50,20369,43,1066015,,36,,,
2014,52,All I Want For Christmas Is You,Mariah Carey,45,32,29199,66,784344,2,11,91,,
2014,52,언제쯤이면 (Duet.아이유),윤현상,46,51,19780,33,1311640,92,,90,,
2014,52,나홀로 크리스마스 (Lonely Christmas),바이브, 포맨, 벤, 임세준, 미, 민연재,47,25,32590,95,578205,,,,,
2014,52,손대지마,에일리 (Ailee),48,57,18405,34,1272340,61,,6,,
2014,52,울어도 돼,비투비 (BTOB),49,55,18863,80,694457,66,,,,
2014,52,죽을만큼 아파서 Part 2 (Feat. 스웨덴세탁소),MC몽,50,63,16533,36,1234976,,73,,,
2014,52,우리 다시 사랑한다면,투빅 (2BiC),51,54,18926,47,990924,,40,,,
2014,52,공허해,위너(WINNER),52,59,17638,38,1177862,,,33,,
2014,52,지친 하루 (With 곽진언, 김필),윤종신,53,36,25651,,,65,,,,
2014,52,그래도..그래서..,임시완,54,42,22470,97,574636,,82,,,
2014,52,마주보기,화요비,55,35,26567,,,64,,,,
2014,52,도망가자 (Feat. 린),MC몽,56,78,14653,42,1088787,,,,,
2014,52,화장 지웠어 (Feat. Zion.T, HA_TFELT) (No ma...,개코,57,75,15152,41,1127301,,,,,
2014,52,그녀가 말했다 (With 권진아),토이 (Toy),58,62,16594,59,837751,67,85,,,
2014,52,펑펑,알리 (ALi),59,66,16285,64,794988,,50,,,
2014,52,어떻게 사랑이 그래요,이승환,60,73,15489,55,868510,,70,,,
2014,52,나처럼 사랑했을까,포스트맨 (Postmen), 바닐라 어쿠스틱,61,34,26613,,,48,,,,
2014,52,끼부리지마,위너(WINNER),62,69,16167,51,917836,,89,37,,
2014,52,그게나야,김동률,63,65,16305,45,1008883,,,,,
2014,52,너의 의미 (Feat. 김창완),아이유 (IU),64,61,16990,53,906945,12,17,,,
2014,52,끝 (Feat. 조현아, 기리보이),2LSON (투엘슨),65,37,25599,,,,,,,
2014,52,연결고리#힙합,바비 (BOBBY),66,77,14907,48,967381,,,12,,
2014,52,눈, 코, 입,태양 (빅뱅),67,72,15747,49,937223,,71,7,,
2014,52,눈보다 먼저 (Feat. 애즈원),칸토,68,53,19163,94,592663,,21,,,
2014,52,마음 단단히 먹어 (Feat. 에일리),MC몽,69,86,13875,46,997241,,,,,
2014,52,나쁜 소문,지아(Zia),70,79,14534,65,786386,,,,,
2014,52,집 밥 (Feat. 긱스, 이희선여사),김범수,71,80,14508,60,823173,,,,,
2014,52,니 말대로,김나영,72,64,16435,87,651616,,78,,,
2014,52,겨울 고백,성시경, 박효신, 서인국, 빅스 (VIXX), 여동생,73,58,17769,79,695820,,,,,
2014,52,Must Have Love  (우리들의 겨울),SG워너비, 브라운 아이드 걸스,74,56,18720,96,575819,58,,,,
2014,52,묘해, 너와,어쿠스틱 콜라보,75,87,13805,54,875254,,,,,
2014,52,Baby It`s Cold Outside,성시경, 에일리,76,68,16191,100,535780,54,,,,
2014,52,엄마로 산다는 것은,이설아,77,74,15472,78,696716,,,,,
2014,52,틈,소유 (씨스타), 권순일, 박용인 (어반자카파),78,88,13741,52,915796,,,,,
2014,52,너무 보고 싶어,어쿠스틱 콜라보,79,98,12589,62,817414,,,,,
2014,52,너를 사랑해,윤미래 (T),80,92,13203,58,849215,,47,,,
2014,52,Brand New Day,버벌진트(Verbal Jint), 산이(San E), 팬텀(Phantom), 애즈원(As One), 피타입(P-Type), 태완, 강민희, 칸토, 샴페인&캔들, 양다일, DJ IT,81,81,14483,76,702937,,,,,
2014,52,거짓말 거짓말 거짓말,이적,82,76,15038,74,707562,52,,57,,
2014,52,슬픈 인연,박윤하,83,70,15928,,,19,68,,,
2014,52,대낮에 한 이별,수지(Suzy) & 버나드 박,84,94,12983,98,542365,,84,,,
2014,52,금요일에 만나요 (Feat. 장이정),아이유 (IU),85,85,14001,67,778274,44,,63,,
2014,52,술이 너보다 낫더라,포스트맨, 6 to 8,86,,,72,741273,,,,,
2014,52,예뻐졌다 (feat. 지코 Of 블락비),박보람,87,100,12292,61,818480,,,,,
2014,52,New York (Feat. 백지영),MC몽,88,,,63,816220,,,,,
2014,52,시간과 낙엽,악동뮤지션 (AKMU),89,91,13423,68,775083,99,,,,
2014,52,당신만이,곽진언, 김필, 임도혁,90,96,12598,70,756016,,,,,
2014,52,내일,한희정,91,,,,,17,42,,,
2014,52,반대로만 살자. (Feat. 낯선),V.O.S,92,82,14442,,,,,,,
2014,52,Goodbye sun, Goodbye moon (With 이수현 of...,토이 (Toy),93,99,12414,85,662939,,,,,
2014,52,No One Else Like You,Adam Levine,94,95,12944,81,688627,,,,,
2014,52,고장난 선풍기 (Feat. 개리, 효린 of 씨스타),MC몽,95,,,69,757451,,,,,
2014,52,스포일러,에픽하이 (Epik High),96,93,13077,73,711371,,,,,
2014,52,Secret,에이핑크 (Apink),97,,,,,,,,,
2014,52,Good Luck,도끼(DOK2), 더 콰이엇,98,60,17539,,,,,,,
2014,52,인생은 아름다워 (With 다이나믹듀오 & Zion. T & Crus...,토이 (Toy),99,,,90,612042,,,,,
2014,52,카라(Kara), 레인보우(Rainbow), 오종혁, A-JAX, D...,카라(Kara), 레인보우(Rainbow), 오종혁, A-JAX, DSP Girls(소민, 채원),100,71,15798,,,32,97,,,
2014,52,한 사람,민아 (걸스데이),,67,16249,,,49,72,,,
2014,52,28.5 (Feat. 정인),계범주,,83,14266,,,,100,,,
2014,52,몰라 너 싫어 (Feat. 선아, 리와인),어쿠루브 (Acourve),,84,14261,,,,,,,
2014,52,눈의 꽃,박효신,,89,13619,,,,,10,,
2014,52,힘이 돼줄게 (My Angel),김그림,,90,13472,,,,,,,
2014,52,Maps,Maroon 5,,97,12593,86,661379,,,,,
2014,52,Whatever (Feat. 민아 of 걸스데이),MC몽,,,,75,704465,,,,,
2014,52,한여름밤의 꿀,산이(San E), 레이나,,,,77,696771,,,,,
2014,52,HER,블락비(Block B),,,,83,674261,,,40,19,28239
2014,52,Tough Cookie (Feat. Don Mills),지코 (ZICO),,,,84,665523,,,,,
2014,52,보고싶어,걸스데이 (Girl`s Day),,,,88,632393,,,,,
2014,52,가드올리고 Bounce,바비 (BOBBY),,,,89,613501,,,89,,
2014,52,썸 (Feat. 릴보이 Of 긱스),소유 (씨스타), 정기고 (Junggigo),,,,91,611949,77,53,73,,
2014,52,독기,아이언,,,,92,608961,,,26,,
2014,52,그리워라,10cm,,,,93,602795,,,,,
2014,52,걱정말아요 그대,곽진언, 김필,,,,99,539318,,,,,
2014,52,Moment,수지 (Suzy), 덕원,,,,,,13,,,,
2014,52,감기약 (테라플루 CF 삽입곡) (Feat. 박성도, 이혜준),가을방학,,,,,,14,,,,
2014,52,Misty,Zebra (지브라),,,,,,15,,,,
2014,52,그 중에 그대를 만나,이선희,,,,,,18,7,96,,
2014,52,When I Was Your Man,Bruno Mars,,,,,,23,29,,,
2014,52,가리워진 길,볼빨간 사춘기,,,,,,25,,,,
2014,52,Winter Wonderland,제이레빗 (J Rabbit),,,,,,28,54,,,
2014,52,날아,이승열,,,,,,29,65,,,
2014,52,Farewell,Witness,,,,,,31,,,,
2014,52,Mr. Bojangles,Zebra (지브라),,,,,,35,,,,
2014,52,Text Me Merry Christmas (Feat. Kristen...,Straight No Chaser,,,,,,39,,,,
2014,52,안동역에서,진성,,,,,,40,,39,,
2014,52,Hope Springs Eternal,Witness,,,,,,41,,,,
2014,52,Danny Boy,Zebra (지브라),,,,,,43,,,,
2014,52,Bewitched,Zebra (지브라),,,,,,45,,,,
2014,52,I`m Yours,Jason Mraz,,,,,,47,,,,
2014,52,RE _ 나에게 (Duet With 김성규),윤상,,,,,,51,,,,
2014,52,Last Christmas,Glee Cast,,,,,,53,,,,
2014,52,Black Orpheus,Zebra (지브라),,,,,,56,,,,
2014,52,All The Things You Are,Zebra (지브라),,,,,,57,,,,
2014,52,Come Rain Or Come Shine,Zebra (지브라),,,,,,59,,,,
2014,52,My Funny Valentaine,Zebra (지브라),,,,,,60,,,,
2014,52,얼마나 좋을까,강산에,,,,,,62,60,,,
2014,52,첫 눈,EXO,,,,,,63,,,,
2014,52,가슴이 뛴다,인피니트F,,,,,,68,,,59,14926
2014,52,The Final Samba,Witness,,,,,,69,,,,
2014,52,Autumn Leaves,Zebra (지브라),,,,,,70,,,,
2014,52,Mission Statement (Produced By Daimyo),Witness,,,,,,71,,,,
2014,52,Make You Feel My Love,Adele,,,,,,72,,,,
2014,52,One Life (Feat. Lori Fine),Daishi Dance,,,,,,74,,,,
2014,52,Santa Tell Me,Ariana Grande,,,,,,75,,,,
2014,52,I`m Not The Only One,Sam Smith,,,,,,80,,,,
2014,52,아까워,바다,,,,,,81,,,,
2014,52,12월의 기적 (Miracles in December),EXO,,,,,,82,,,,
2014,52,외침,디오 (D.O.),,,,,,83,,,,
